boat_id,boat_name,timestamp_utc,epoch,lat,lon
1,Acadia,2025-07-24T14:30:02+00:00,1753367402,40.7069,-74.0304
1,Acadia,2025-07-24T14:35:02+00:00,1753367702,40.7022,-74.0305
1,Acadia,2025-07-24T14:40:02+00:00,1753368002,40.698,-74.0294
1,Acadia,2025-07-24T14:45:02+00:00,1753368302,40.6973,-74.0191
1,Acadia,2025-07-24T14:50:02+00:00,1753368602,40.6977,-74.0262
1,Acadia,2025-07-24T14:55:02+00:00,1753368902,40.6942,-74.0313
1,Acadia,2025-07-24T15:00:02+00:00,1753369202,40.6945,-74.0251
1,Acadia,2025-07-24T15:05:02+00:00,1753369502,40.7009,-74.0236
1,Acadia,2025-07-24T15:10:02+00:00,1753369802,40.7041,-74.0273
1,Acadia,2025-07-24T15:15:02+00:00,1753370102,40.7035,-74.036
1,Acadia,2025-07-24T15:20:02+00:00,1753370402,40.7033,-74.0317
1,Acadia,2025-07-24T15:25:02+00:00,1753370702,40.7032,-74.0349
1,Acadia,2025-07-24T15:30:02+00:00,1753371002,40.6996,-74.0274
1,Acadia,2025-07-24T15:35:02+00:00,1753371302,40.6975,-74.0261
1,Acadia,2025-07-24T15:40:02+00:00,1753371602,40.703,-74.0331
1,Acadia,2025-07-24T15:45:02+00:00,1753371902,40.7034,-74.0343
1,Acadia,2025-07-24T15:50:02+00:00,1753372202,40.7034,-74.034
1,Acadia,2025-07-24T15:55:02+00:00,1753372502,40.7036,-74.033
1,Acadia,2025-07-24T16:00:02+00:00,1753372802,40.7036,-74.0354
1,Acadia,2025-07-24T16:05:02+00:00,1753373102,40.7028,-74.0364
1,Acadia,2025-07-24T16:10:02+00:00,1753373402,40.6951,-74.0291
1,Acadia,2025-07-24T16:15:02+00:00,1753373702,40.6861,-74.0334
1,Acadia,2025-07-24T16:20:02+00:00,1753374002,40.678,-74.044
1,Acadia,2025-07-24T16:25:02+00:00,1753374302,40.6684,-74.0367
1,Acadia,2025-07-24T16:30:02+00:00,1753374602,40.658,-74.0311
1,Acadia,2025-07-24T16:35:02+00:00,1753374902,40.65,-74.0362
1,Acadia,2025-07-24T16:40:02+00:00,1753375202,40.641,-74.0459
1,Acadia,2025-07-24T16:45:02+00:00,1753375502,40.6305,-74.0519
1,Acadia,2025-07-24T16:50:03+00:00,1753375803,40.618,-74.0546
1,Acadia,2025-07-24T16:55:03+00:00,1753376103,40.6109,-74.0441
1,Acadia,2025-07-24T17:00:03+00:00,1753376403,40.5989,-74.0436
1,Acadia,2025-07-24T17:05:03+00:00,1753376703,40.5865,-74.0448
1,Acadia,2025-07-24T17:10:03+00:00,1753377003,40.5801,-74.0332
1,Acadia,2025-07-24T17:15:03+00:00,1753377303,40.5712,-74.0266
1,Acadia,2025-07-24T17:20:03+00:00,1753377603,40.5585,-74.0283
1,Acadia,2025-07-24T17:25:03+00:00,1753377903,40.549,-74.0231
1,Acadia,2025-07-24T17:30:03+00:00,1753378203,40.5372,-74.0238
1,Acadia,2025-07-24T17:35:03+00:00,1753378503,40.5264,-74.0229
1,Acadia,2025-07-24T17:40:03+00:00,1753378803,40.5227,-74.0081
1,Acadia,2025-07-24T17:45:03+00:00,1753379103,40.5209,-73.9905
1,Acadia,2025-07-24T17:50:03+00:00,1753379403,40.5207,-73.9725
1,Acadia,2025-07-24T17:55:03+00:00,1753379703,40.5212,-73.9553
1,Acadia,2025-07-24T18:00:03+00:00,1753380003,40.5213,-73.9375
1,Acadia,2025-07-24T18:00:40+00:00,1753380040,40.52135,-73.93511
1,Acadia,2025-07-24T18:00:40+00:00,1753380040,40.52135,-73.93511
1,Acadia,2025-07-24T18:05:03+00:00,1753380303,40.522,-73.9199
1,Acadia,2025-07-24T18:10:03+00:00,1753380603,40.522,-73.9026
1,Acadia,2025-07-24T18:11:07+00:00,1753380667,40.52197,-73.89865
1,Acadia,2025-07-24T18:15:03+00:00,1753380903,40.5233,-73.885
1,Acadia,2025-07-24T18:20:03+00:00,1753381203,40.5248,-73.8679
1,Acadia,2025-07-24T18:25:01+00:00,1753381501,40.52645,-73.85124
1,Acadia,2025-07-24T18:25:03+00:00,1753381503,40.5265,-73.8513
1,Acadia,2025-07-24T18:30:03+00:00,1753381803,40.5278,-73.8346
1,Acadia,2025-07-24T18:35:03+00:00,1753382103,40.5277,-73.8178
1,Acadia,2025-07-24T18:40:03+00:00,1753382403,40.5284,-73.8007
1,Acadia,2025-07-24T18:45:03+00:00,1753382703,40.5289,-73.784
1,Acadia,2025-07-24T18:50:03+00:00,1753383003,40.5301,-73.7671
1,Acadia,2025-07-24T18:55:03+00:00,1753383303,40.5323,-73.7502
1,Acadia,2025-07-24T19:00:03+00:00,1753383603,40.535,-73.7336
